Comment,Polarity_Class,Polarity
ফালতু নাটক,stronglyNegative,-1.00
এটা বাজে নাটক অশ্লীল ভাষা অনেক বেশি,stronglyNegative,-1.00
ফালতু নাটক,stronglyNegative,-1.00
ফালতু নাটক,stronglyNegative,-1.00
ফালতু পরিচালক,stronglyNegative,-1.00
ফালতু পরিচালক,stronglyNegative,-1.00
ফালতু নাটকঅসভ্য কথায় ভরা সব এসব বাসার সবাই একসাথে মিলে দেখে কেমনে,stronglyNegative,-1.00
এত ফালতু জিনিষ আমার জীবনে দেখি নাইবার বার রিকমান্ড করার জ্বালায় দেখলাম এখন রাগ এ ঘুম আসতেছেনা বাল সাল নাটক বানাইছে গর্দভ এর দল পাঁচমিশালি কাহিনী তাও ভাল কোনো এন্ডিং দিতে পারে নাইঅভিনেতা অভিনেত্রীরাও খুব বাজে পরিচালক এর কথা তো বলাই লাগে না আর রাইটাররে জুতার মালা পরানো দরকার,stronglyNegative,-1.00
ফালতু নাটকসবগুলারে ধইরা জুতা পেটানো করা দরকার,stronglyNegative,-1.00
ছিঃ কিছু কথাবার্তা এতো অশ্লীল,stronglyNegative,-1.00
নাটক টিবিতে প্রচারের সময় এ ধরনের  ১৮+ দেওয়া দরকার,weaklyPositive,0.58
মাঝে নাটকে কিছু ডায়লগ থাকে যা পরিবার নিয়ে দেখতে গেলে বিরক্ত লাগে,weaklyNegative,-0.60
বাজে নাটক,stronglyNegative,-1.00
স্টুপিড নাটক,stronglyNegative,-1.00
সস্তা বিনোদন ছাড়া আর কিছুই না,stronglyNegative,-1.00
তেমন ভালো লাগল না,weaklyNegative,-0.60
একেবারে বাজে একটা নাটক,stronglyNegative,-0.99
কিসব বাজে কথাবার্তা,stronglyNegative,-1.00
যে কমেডি পরিবার নিয়ে দেখা যায় না সে গুলো নাটক ছবিতে না আসায় ভালো তাতে নাটক ছবির মান নষ্ট হবে না বলে মনে করি,weaklyNegative,-0.60
ফালতু নাটক,stronglyNegative,-1.00
বাংলা নাটক গুলো  বছর আগের চালচিত্রের  মত অশ্লীলতায়,stronglyNegative,-1.00
বোগাস৪০ মিনিট জাস্ট অপচয়,weaklyNegative,-0.51
ফালতু হদিন,stronglyNegative,-1.00
অশ্লীল কথা গুলো বাংলাদেশের নাটক নৈতিক হারিয়ে যাচ্ছে,stronglyNegative,-1.00
খুব বিশ্রী ভাষা ছিঃ অশ্লীল ভাষা,stronglyNegative,-1.00
বাংলাদেশের নাটক আর নাটক নাই অশ্লীলতা হইয়া গেছে,stronglyNegative,-1.00
ফালতু কাহিনী মনে হয় কাহিনীটা গাজা খেয়ে লিখছে,stronglyNegative,-1.00
নাটকের কিছু কথা অশ্লীল যা কখনো কাম্য নয়,weaklyNegative,-0.58
অযৌক্তিক একটা নাটক 🤬🤬🤬🤬,stronglyNegative,-1.00
নাটকের কোন কনসেপ্ট নাই শুধু শুধু সময়ের অপচয় হলো ফালতু,stronglyNegative,-1.00
ফারহানের এক্সপ্রেশন অসাধারণ বাজেপুরাই ফালতু,stronglyPositive,1.00
ফালতু নাটক,stronglyNegative,-1.00
ফালতু নাটক,stronglyNegative,-1.00
ফালতু এক নাটক,stronglyNegative,-1.00
মেয়েরা তার স্বামীর সন্দেহ করে বেশি সে থাকে অফিসে বলে আছে মেয়েদের সাথে  মেয়েরা অনেক খারাপ মানুষ,stronglyNegative,-1.00
